AUTHOR,TITLE,SCORE
[美]保罗·艾克曼,情绪的解析,8.9
熊培云,这个社会会好吗,8.9
李海鹏,晚来寂静,8.9
"卡繆,Albert Camus",異鄉人,8.9
子思,中庸,8.9
格林兄弟,格林童话全集,8.9
熊德启,这一切并没有那么糟,8.9
[德]赫尔曼·黑塞,德米安:彷徨少年时,8.9
德鲁克,21世纪的管理挑战,8.9
[奥] 维特根斯坦,逻辑哲学论,9.1
王力 主编,古代汉语（第三册）,9.1
[美] 艾萨克·阿西莫夫,银河帝国：基地,9.1
[美] 帕蒂•史密斯,只是孩子,9.1
[白俄]S.A.阿列克谢耶维奇,我还是想你，妈妈,9.1
[英]保罗·威利斯,学做工,9.1
[德]瓦尔特·本雅明,摄影小史+机械复制时代的艺术作品,9.1
[美] 杰弗里·摩尔(Geof...,跨越鸿沟,9.1
邓凡平,深入理解Android,9.1
"[美]史蒂芬•列维特,[美]史...",魔鬼经济学1,9.1
三毛,撒哈拉的故事,9.1
李泽厚,美的历程,9.1
Stuart J.Russel...,Artificial Intelligence: A modern approa...,9.1
[哥伦比亚] 加西亚·马尔克斯,活着为了讲述,9.1
三毛,温柔的夜,9.1
夏达,长歌行 02,9.1
"Kistler, Mark",You Can Draw in 30 Days,9.1
Donald A. Norma...,The Design of Everyday Things,9.1
方方,万箭穿心,9.1
"林汉达,曹余章",上下五千年,9.1
鸟哥,鸟哥的Linux私房菜――服务器架设篇,8.6
西村京太郎,七個證人,8.6
尾魚,七根凶簡 套裝,8.6
莱恩·莱韦斯克,反直觉询问,8.6
[英]W.S.毛姆,毛姆读书随笔,8.6
井底望天,大国游戏,8.6
[美] 凡勃伦,有闲阶级论,8.1
Gabriel Garcia ...,One Hundred Years of Solitude,8.1
罗伯特・麦基,故事,8.1
(日)京极夏彦,百器徒然袋 : 雨,8.1
程杰,大话设计模式,8.1
大风刮过,皇叔,8.1
张爱玲,红楼梦魇,8.1
（美）威廉・西尔斯,怀孕全书,8.6
Scott Meyers,Effective C++,8.6
頂果欽哲法王/著,覺醒的勇氣《阿底峽之修心七要》,8.6
巴尔塔沙·葛拉西安,智慧书,8.6
[德]赫尔曼·黑塞,荒原狼,8.6
路遥,早晨从中午开始,8.6
(英) 道格拉斯·亚当斯,生命、宇宙以及一切,8.6
Stephen Chbosky,The Perks of Being a Wallflower,8.6
方想,卡徒全集（套装共8册）,8.1
刘震云,温故一九四二,8.1
"秦晖,金雁",田园诗与狂想曲,8.1
李碧妍,危机与重构,8.1
星云大师,金刚经讲话,8.1
里尔克,时间之书,8.1
(爱尔兰)科尔姆·托宾,空荡荡的家,8.1
汉娜·阿伦特,黑暗时代的人们,8.6
章诒和,一阵风，留下了千古绝唱,8.6
Amy Gillett,Speak English Like an American,8.6
阿玛斯,内在的探索,8.6
[美] 盖伊·川崎 (Guy ...,创业的现实,8.6
"爱娃•海勒,Eva Helle...",色彩的性格,8.6
(英)V.S.奈保尔,幽暗国度,8.1
[日] 川合秀实,30天自制操作系统,8.1
文怡,文怡精选家常菜,8.1
李碧华,生死桥,8.1
郑曦原,帝国的回忆,8.1
[日] 西尾泰和,代码之髓,8.1
"苏珊·伍德福特,安尼·谢弗—克...",剑桥艺术史(一),8.6
[加] 威廉·吉布森,神經喚術士,8.6
许燕吉,我是落花生的女儿,8.6
曹林,时评写作十讲,8.6
慕容雪村,原谅我红尘颠倒,8.6
唐诺,那时没有王，各人任意而行,8.6
George R.R. Mar...,A Game of Thrones,8.6
Douglas Adams,The Hitchhiker's Guide to the Galaxy,8.6
沈联涛,十年轮回,8.6
徐弃郁,脆弱的崛起,9.0
[英]哈耶克,法律、立法与自由(第一卷),9.0
[日] 杉浦康平,造型的诞生,9.0
兰晓龙,士兵突击,9.0
[美] 麦克韦德,超越平凡的平面设计,9.0
劉慈欣,三體,9.0
白先勇,紐約客,9.0
陆铭,大国大城,9.0
朱少麟,伤心咖啡店之歌,9.0
马未都,马未都说收藏·家具篇,9.0
zhuzhu6p,长大,9.0
薛涌,参与孩子的成长,9.0
Mark Lutz,Python学习手册,9.0
严歌苓,也是亚当也是夏娃,9.0
[清] 刘鹗,老残游记,9.0
[英] 李德·哈特,第二次世界大战战史（全二册）,9.0
索尔·贝娄,索尔·贝娄全集（全14卷）,9.0
"任祥,刘振祥",传家,9.0
（秘鲁）略萨,城市与狗,9.0
（英）希尔,天蓝色的彼岸,9.0
郑渊洁,魔方大厦,8.4
辛夷坞,致我们终将逝去的青春,8.4
落落,那些生命中温暖而美好的事情,8.4
申赋渔,匠人,8.4
许倬云,许倬云说历史:中西文明的对照,8.4
（美）布鲁斯・F・卡温,解读电影（上下）,8.4
詠給．明就仁波切,世界上最快乐的人,8.4
（美）格林,深入浅出PMP,8.4
王世襄,京华忆往,8.4
[美] M·克莱因,数学：确定性的丧失,8.4
海明威,丧钟为谁而鸣,8.4
（日）大江健三郎,个人的体验,8.4
大前研一,企业参谋,8.4
（英）理查德•曼凯维奇,数学的故事,8.4
[奥] 斯蒂芬·茨威格,断头王后,8.4
[法] 小仲马,茶花女,8.4
北川理惠,三行情书,8.4
[美] 唐娜·塔特,金翅雀,8.4
萧丽红,千江有水千江月,8.4
罗生堂,够味儿!80道经典家常菜烹饪详解,8.4
梁实秋,梁实秋谈吃,8.6
江南,上海堡垒,8.6
巴金,家,8.6
王其钧,西方建筑图解词典,8.6
伊莎贝尔·布里格斯·迈尔斯,天资差异,8.6
田代华,黄帝内经素问,8.6
张明楷,刑法格言的展开（第三版）,8.6
王成钢,关键时刻，命该怎么救？,8.6
[德] 埃里希·玛丽亚·雷马克,西线无战事,8.6
三毛,雨季不再来,8.6
查尔斯·狄更斯 (Dicken...,双城记,8.6
Steve Souders,高性能网站建设指南,8.6
Robert T. Kiyos...,"Rich Dad, Poor Dad",8.6
石田衣良,池袋西口公园,8.6
小椴,长安古意,8.6
桑格格,不留心，看不见,8.6
泰勒•本-沙哈尔,幸福的方法,8.6
石光华,我的川菜生活,8.6
南怀瑾,禅话,8.6
"詹姆斯·利卡尔顿,徐广宇",1900，美国摄影师的中国照片日记,8.6
杜一凡,微商团队管理实战手册,9.5
"[美] 马格丽特·魏丝,崔西·...",龙枪编年史（全三册）,9.5
[奥]斯蒂芬·茨威格,人类群星闪耀时,9.5
秦修容,金瓶梅（全三册）,9.5
[法] 让·波德里亚,消费社会,9.5
唐德刚,从晚清到民国,9.5
罗宾德拉纳特·泰戈尔,原来你也在这里,9.5
贝蒂・艾德华,像艺术家一样思考,9.5
[德国]弗兰克·巴约尔,纳粹德国的腐败与反腐,9.5
吳濁流,亞細亞的孤兒,9.5
Nick Vujicic,人生不设限,9.5
王永彬,围炉夜话,9.5
[美] 吉姆·罗杰斯,投资大师罗杰斯给宝贝女儿的12封信,9.5
李娟,九篇雪,9.5
张宏杰,中国皇帝的五种命运,9.5
美国亚宾泽协会,跳出盒子,9.5
雨果,悲惨世界,9.5
谢尔・希尔弗斯坦,爱心树,9.5
夏宇,備忘錄,9.5
[阿根廷]豪·路·博尔赫斯,博尔赫斯全集：诗歌卷 (上册),9.5
[法]保罗·霍尔特,第七重解答,8.7
"（英）尼尔·盖曼,（英）特里·...",好兆头,8.7
[美] 刘易斯·托玛斯(Lew...,细胞生命的礼赞,8.7
张宏杰,曾国藩的正面与侧面,8.7
"萨姆•沃尔顿,约翰•休伊",富甲美国,8.7
"(日)河合隼雄 著,(日)冈田...",爱哭鬼小隼,8.7
王朔,我是你爸爸,8.7
刘传凯,产品创意设计,8.7
叶萱,愿你被这世界温柔相待,8.7
格非,迷舟,8.7
阿瑟·柯南道尔,福尔摩斯探案大全集,8.7
[日] 京极夏彦,络新妇之理（下）,8.7
"Rowling, J.K.",Fantastic Beasts and Where to Find Them,8.7
王世襄,锦灰三堆,8.7
沈石溪,再被狐狸骗一次,8.7
高云,思维的笔迹（上）,8.7
刘绍华,我的凉山兄弟,8.7
[美]Kevin Kelly,新经济，新规则,8.7
[英] 弗吉尼亚·伍尔夫,伍尔夫读书随笔,8.7
中村拓志,恋爱中的建筑,8.7
"[加拿大] 马歇尔·麦克卢汉,...",理解媒介,8.8
（美）乔治·R·R·马丁,热夜之梦,8.8
(美)劳伦斯•赖特,末日巨塔,8.8
迟子建,迟子建作品精选,8.8
(英)洛克,政府论,8.8
干宝 撰,搜神記,8.8
菲利普•普尔曼 (Philip...,黑质三部曲,8.6
高阳,红顶商人胡雪岩,8.6
[日] 伊坂幸太郎,不然你搬去火星啊,8.6
王鼎钧,作文十九问,8.6
露易莎·梅·奥尔科,小妇人,8.6
[英] 阿加莎·克里斯蒂,阳光下的罪恶,8.6
莫言,檀香刑,8.6
佚名,山海经,8.7
吴晓波,跌荡一百年（上）,8.7
幾米,走向春天的下午,8.7
（法）夏多布里昂,墓中回忆录,8.7
庄和诚,英语词源趣谈,8.7
林思云,真实的汪精卫,8.7
Lewis Carroll,Alice's Adventures in Wonderland and Thr...,9.1
马特·里德利 (Ridley ...,基因组,9.1
[美] 罗伯特·B. 西奥迪尼,影响力,9.1
"[清]车万育 [清]李渔,王润...",《声律启蒙》与《笠翁对韵》探源精解,9.1
约翰·狄克森·卡尔,犹大之窗,9.1
玄奘/辩机,大唐西域记,9.1
森村诚一,人性的证明,9.1
Eyal Winter,狡猾的情感,8.8
减肥专家,幽冥仙途,8.8
古龙,绝代双骄（全三册）,8.8
張大春,認得幾個字,8.8
赵珩,老饕漫笔,8.8
王树增,解放战争（下）（1948.10-1950.5）,8.8
武志红,解读“疯狂”——热点话题人物的心理分析,8.8
林洙,梁思成、林徽因与我,8.6
郎咸平,郎咸平说：新帝国主义在中国 2,8.6
"史蒂芬·奈菲,格雷高里·怀特·...",梵高传,8.6
纪伯伦,沙与沫（中英对照）,8.6
朱光潜,给青年的十二封信,8.6
夏达,长歌行 05,8.6
莎士比亚,哈姆雷特,8.6
"[美]罗伯特•K.雷斯勒,[美...",FBI心理分析术：我在FBI的 20年缉凶手记,8.7
[美] 克雷格·莱特,聆听音乐,8.7
Donald Treiman ...,量化数据分析,8.7
[美]阿黛尔•法伯 伊莱恩•玛...,如何说孩子才会听，怎么听孩子才肯说,8.7
梁實秋,雅舍小品（精裝合訂本）,8.7
[美] 依迪丝·汉密尔顿(Ed...,神话：希腊、罗马及北欧的神话故事和英雄传说,8.7
Steven Pinker,How the Mind Works,8.7
孙晓云,书法有法,8.7
[日]司马辽太郎  著,丰臣家族,9.1
"刘慈欣,Comis You 滴...",全频带阻塞干扰,9.1
袖唐,江山美人谋,9.1
汉默顿,思想的盛宴,9.1
笛安,告别天堂,9.1
劳伦斯•布洛克 （著）,一长串的死者,9.1
司马辽太郞,德川家康,9.1
歐逸文（Evan Osnos）,野心時代,9.1
潘富俊,诗经植物图鉴,8.8
王国维,王国维遗书,8.8
田余庆,东晋门阀政治,8.8
[英] J.G.弗雷泽,金枝（上下册）,8.8
"Jay, Meg",The Defining Decade,8.8
"司马光 撰,柏杨 译",柏杨白话版资治通鉴 第一辑,8.8
顾颉刚,秦汉的方士与儒生,8.8
查尔斯·默里,文明的解析,8.1
高木直子,150cm Life 2,8.1
(美)威尔・杜兰特,探索的思想--哲学的故事(上下),8.1
[英] 西门·沙马,犹太人的故事,8.1
Ezra F. Vogel,Deng Xiaoping and the Transformation of ...,8.1
埃克尔,C++编程思想,8.1
Alice Munro,Runaway,8.1
[德] 赫尔曼·黑塞,盖特露德,8.6
（日）高野健次,亲手泡杯好红茶,8.6
钱穆,中国历史研究法,8.6
幾米,布瓜的世界,8.6
刀尔登,七日谈,8.6
(台湾)三毛,哭泣的骆驼,8.6
"[法]安德烈·纪德,André...",地粮,8.7
[美国] 菲利普·罗斯,人性的污秽,8.7
张爱玲,十八春,8.7
徐贲,听良心的鼓声能走多远,8.7
(英)肯·福莱特,寒鸦行动,8.7
(美)洛伊丝·劳里,记忆传授人,8.7
[澳] 内维尔·马克斯韦尔(N...,印度对华战争,8.7
（美）巴兰（Raran S.J...,大众传播理论,8.7
（美）亨德里克·威廉·房龙,人类的故事,8.7
王剑冰,百年百篇经典散文(1901-2000),8.7
[美]梅格·杰伊,20岁，光阴不再来,8.7
晏几道,小山词,8.7
（瑞士）荣格,荣格文集,8.9
[美] 彼得·伯格,与社会学同游,8.9
（英）特雷·伊格尔顿,二十世纪西方文学理论,8.9
本社编辑部编,外国中篇小说百年精华（上下）,8.9
J.M.伍德里奇,计量经济学导论（上、下册）,8.9
黄仁宇,中国大历史,8.9
[美] 埃勒里·奎因,希腊棺材之谜,8.9
"周作人 著,止庵 校订",周作人自编集第一辑（简淡生活·性情文章）,9.1
Patti Smith,Just Kids,9.1
钱穆,中国近三百年学术史,9.1
（清）李渔,闲情偶寄,9.1
伯科,默克家庭诊疗手册,9.1
梁漱溟,中国文化的命运,8.1
王鼎钧,讲理,8.1
燕垒生,道可道,8.1
[美] 苏珊·桑塔格,关于他人的痛苦,8.1
[美] 约瑟夫·海勒,第二十二条军规,8.1
林军,沸腾十五年,8.1
梁漱溟,出世入世,8.1
石田裕辅,不去会死！,8.7
Elizabeth Gilbe...,"Eat, Pray, Love",8.7
丹尼尔·席尔瓦,国家阴谋3：梵蒂冈忏悔者,8.7
邓德隆,2小时品牌素养,8.7
时寒冰,时寒冰说,8.7
Leften Stavros ...,全球通史(上),8.7
"盛和煜,张建伟",走向共和（上中下）,8.7
夏志清,中國現代小說史,8.7
"Drucker, Jamie",What's Up? A Guide to American College S...,8.9
"Gary Bradski,Ad...",学习OpenCV（中文版）,8.9
〔加拿大〕阿瑟·黑利,钱商,8.9
蒋晓云,桃花井,8.9
"王小波,李银河",东宫·西宫,8.9
霍达,穆斯林的葬礼,8.9
匪我思存,来不及说我爱你,8.9
(法)阿尔贝·加缪,卡利古拉,8.9
夏昆,在唐诗里孤独漫步,8.1
康熙,金刚般若波罗蜜经,8.1
Richard Courant...,What Is Mathematics?,8.1
杨伯峻,论语译注,8.1
费孝通,乡土中国 生育制度,8.1
[美] Stanley B. ...,深度探索C++对象模型,8.1
[德]叔本华,作为意志和表象的世界,8.7
安迪·威爾,火星任務,8.7
蔡志忠,菜根谭,8.7
卡夫卡,卡夫卡精品集,8.7
[英]阿加莎·克里斯蒂,帷幕,8.7
(美)库尔特·冯内古特,五号屠场,8.7
安房直子,花香小镇,8.9
Jared Diamond,"Guns, Germs, and Steel",8.9
[英] 阿加莎·克里斯蒂,罗杰疑案,8.9
Yuval Noah Hara...,Homo Deus,8.9
[德] 塞巴斯蒂安•哈夫纳,从俾斯麦到希特勒,8.9
Joshua Bloch,Effective Java: Second Edition,9.2
高橋留美子,亂馬1/2（卷一）,9.2
"[美] 彼得·林奇,约翰·罗瑟...",彼得·林奇的成功投资,9.2
[德]黑格尔,逻辑学,9.2
（日）盐野七生,罗马人的故事9,9.2
Markus Zusak,The Book Thief,9.2
阎连科,日光流年,9.2
刘小萌,中国知青史,9.2
（日）岛田庄司,占星术杀人魔法,9.2
周其仁,城乡中国（上）,9.2
蔡春猪,爸爸爱喜禾,9.2
[台]傅佩荣,哲学与人生,9.2
[美] 特雷西·基德尔,生命如歌,9.2
紫金陈,设局,9.2
天下归元,天定风华4·此心倾（上下）,9.2
十四阙,祸国,9.2
"[英]J.R.R.托尔金 著,...",精灵宝钻（精装插图本）,9.2
Scott Meyers,Effective C++,9.2
[伊朗] 玛赞·莎塔碧,我在伊朗长大1,9.2
Philip J. Guo,The Ph.D. Grind,9.2
"王实甫,王季思校注",西厢记,8.9
John King Fairb...,China,8.9
马未都,瓷之色,8.9
张海帆,五大贼王1,8.9
吴晓波,大败局Ⅱ,8.9
李赋宁,英语学习经验谈/英语好学系列,8.9
萨孟武,西游记与中国古代政治,8.9
於远芳,香港有个荷里活,8.9
"[美] 保罗·D. 蒂戈尔,巴...",就业宝典,8.9
幾米,听幾米唱歌,8.9
史景迁,皇帝与秀才,8.9
翔高教育经济学教学研究中心 编,曼昆版《宏观经济学》,8.9
陳志勇,抵岸,8.9
陈希孺,概率论与数理统计,8.9
Robert B. Ciald...,Influence,8.9
米洛拉德帕维奇,哈扎尔辞典,8.9
Eric Ries,The Lean Startup,8.9
林达,一路走来一路读,8.9
[英] 理查德·布兰森,Virgin商业帝国,8.9
阿瑟·黑利,钱商,8.9
[英] 希拉里·曼特尔,提堂,8.6
宗澤亞,清日戰爭,8.6
(台湾)三毛,随想,8.6
江城,历史深处的民国 叁 重生,8.6
(日本)田中宥久子,田中宥久子的塑颜按摩法,8.6
熊召政,张居正,8.6
费正清,剑桥中华民国史-(1912-1949年)(下卷),8.6
贾平凹,古炉,8.6
(美)唐·德里罗,白噪音,8.6
[美] 琳达·格林豪斯,大法官是这样炼成的,8.6
[美] 安迪·沃霍尔,安迪·沃霍尔的哲学,8.6
〔德〕古斯塔夫·施瓦布,希腊神话故事,8.6
（美）托马斯•索维尔,房地产的繁荣与萧条,8.6
格非,相遇,8.3
"周作人 著,止庵 校订",看云集,8.3
古龙,天涯明月刀,8.3
"Tom DeMarco,Tim...",人件,8.3
[美] Alexander J...,建筑中的数学之旅,8.3
葛剑雄,统一与分裂,8.3
[日] 京极夏彦,狂骨之梦,8.3
[美]罗伯特·诺奇克 著,无政府、国家和乌托邦,9.1
刘宗迪,失落的天书,9.1
夏达,长歌行 04,9.1
(美)马里奥·普佐,笨蛋没活路,9.1
沈从文,阿黑小史,9.1
钱理群,致青年朋友,9.1
九把刀,等一個人咖啡（新版）,8.5
[美]舍伍德·安德森,小城畸人,8.5
赵周,拆出你的沟通力II,8.5
牟宗三,中国哲学十九讲,8.5
路内,慈悲,8.5
[法] 玛格丽特・杜拉斯,广岛之恋,8.5
姜波克,国际金融新编,8.5
路内,天使坠落在哪里,8.6
Priest,我的拖延症女友,8.6
厉以宁,中国经济双重转型之路,8.6
宿白,白沙宋墓,8.6
(美) 威廉厄姆 (Willi...,为什么学生不喜欢上学?,8.6
贵志佑介,玻璃之锤,8.2
[日] 村上春树,国境以南 太阳以西,8.2
唐隐,大唐悬疑录2：璇玑图密码,8.2
狄更斯,狄更斯代表作典藏集-大卫·科波菲尔,8.2
（英）奈保尔,印度：受伤的文明,8.2
（美）尼尔·斯蒂芬森,雪崩,8.2
[美] 约翰·格雷,男人来自火星，女人来自金星2,8.3
[意大利] 伊塔洛·卡尔维诺,美国讲稿,8.3
"梁冬,吴伯凡",冬吴相对论2,8.3
罗杰斯 (Scott Roge...,通关！游戏设计之道,8.3
Laura Hillenbra...,Unbroken,8.3
[阿根廷]豪·路·博尔赫斯,恶棍列传,8.3
（英）史蒂芬·霍金,时间简史,8.3
[德]奥斯瓦尔德・斯宾格勒,西方的没落,8.3
埃德加·爱伦·坡,爱伦·坡短篇小说选,9.1
金庸,倚天屠龙记(共四册),9.1
Susan Cain,Quiet,9.1
许树泽 著,不可不知的经济真相,9.1
吴良镛,北京旧城与菊儿胡同,9.1
[美] 惠特曼,草叶集选,9.1
[英] 阿瑟·C. 克拉克,与拉玛相会,9.1
道格拉斯·亚当斯,基本上无害,9.1
大和和纪,源氏物语（共七册）,8.5
啊哈磊,啊哈C！思考快你一步,8.5
Robert Sedgewic...,算法,8.5
[英] 尼克·莱恩,生命的跃升,8.5
(俄罗斯)娜杰日达·曼德施塔姆,曼德施塔姆夫人回忆录,8.5
罗斯,概率论基础教程,8.5
[宋] 苏轼 撰,東坡志林,8.5
舒国治,流浪集,8.1
汪海涛等编,中/高级口译考试词汇必备,8.1
叶檀,拿什么拯救中国经济？,8.1
"Gareth James,Da...",An Introduction to Statistical Learning,8.1
慕安德烈,谦卑,8.1
吕思勉,中国通史,8.1
叶永昌,英语阅读参考手册,8.1
尼基塔.谢.赫鲁晓夫,赫鲁晓夫回忆录（全三卷）,8.2
纪昀,阅微草堂笔记,8.2
克莱尔·威克斯,精神焦虑症的自救（病理分析卷）,8.2
阿丁,无尾狗,8.2
吴敬琏、厉以宁、林毅夫等 著,读懂十三五,8.2
古龙,陆小凤传奇,8.2
吴晓波,跌荡一百年（下）,8.2
K. 辛普逊,法医生涯四十年,8.2
(日)新渡户稻造,修养,8.3
大卫•奥格威 (David O...,一个广告人的自白,8.3
胡成,我已与一万亿株白桦相逢,8.3
胡因梦,生命的不可思议,8.3
汤姆·米勒,中国十亿城民,8.3
（美）斯波朗迪,专业投机原理,9.1
郑渊洁,金拇指,9.1
"陈再英,钟南山",内科学,9.1
胡适,胡适留学日记（上下）,9.1
李開元,秦謎,9.1
"[美] 奇普.希思,[美] 丹...",瞬变,9.1
丹·西蒙斯,海伯利安的陨落,8.5
酒井驹子,我讨厌妈妈,8.5
[美] E.B.怀特,夏洛的网,8.5
刘以鬯,酒徒,8.5
[美]F·R·施赖勃,人格裂变的姑娘,8.5
曼吉特·库马尔,量子理论,8.5
白先勇,台北人,8.1
[美] 约瑟夫·赫勒,第二十二条军规,8.1
Philip G. Zimba...,The Lucifer Effect,8.1
爱克曼 辑录,歌德谈话录,8.1
Andrew Ross Sor...,Too Big to Fail,8.1
"Pang-Ning Tan, ...",数据挖掘导论,8.1
梁漱溟,人生的艺术,8.1
余华,在细雨中呼喊,8.1
林毅夫,繁荣的求索,8.2
[法]莫狄阿诺,暗店街 夜巡,8.2
Sarah Waters,Fingersmith,8.2
Stephen Hawking,A Brief History of Time,8.2
孙机,中国古代物质文化,8.2
[美] 兹·布热津斯基,大失败,8.2
曾国藩,十八家诗钞（上下）,8.1
罗志田,乱世潜流,8.1
[德]叔本华,叔本华论说文集,8.1
[英]卡尔·波普尔,通过知识获得解放,8.1
[美] 丹·布朗,达·芬奇密码,8.1
正午,正午故事001,8.2
Charles Wheelan,Naked Statistics,8.2
（美）雷蒙德·钱德勒,再见，吾爱,8.2
王长新,又四十年,8.2
Cixin Liu,The Three-Body Problem,8.2
(荷) 波姆,密室,8.2
弗雷德里克·S·米什金,货币金融学,8.2
杰克•伦敦,热爱生命,8.2
Bill Bryson,Made in America,8.2
[美] Bruce Eckel,Java编程思想,8.2
Gordon S.Linoff...,数据挖掘技术,8.2
鲁迅,彷徨,8.2
老舍,老舍文集（第一卷）,8.2
梁实秋,梁实秋散文,8.2
德斯蒙德·莫利斯,人类动物园,8.2
Charlotte Bront...,Jane Eyre,8.2
迟子建,逆行精灵,8.2
（法）司汤达,红与黑,8.2
"芦苇,王天兵",电影编剧的秘密,8.2
Jack Kerouac,On the Road,8.2
[加拿大] 扬·马特尔,少年Pi的奇幻漂流,8.5
卢梭,忏悔录：卢梭自传,8.5
J. R. R. Tolkie...,The Hobbit,8.5
(法)儒勒.凡尔纳,八十天环游地球,8.5
[英国] Damien Keo...,佛学概论,8.5
"彼得•德恩里科,邓子滨",法的门前,8.5
纪昀,全本阅微草堂笔记,8.5
水木丁,我们心中的怕和爱,8.5
张化桥,一个证券分析师的醒悟,8.5
Gayle Laakmann ...,Cracking the Coding Interview: 150 Progr...,8.5
[美] 艾萨克·阿西莫夫,银河帝国：帝国三部曲,8.5
Barbara Demick,Nothing to Envy,8.5
净空法师,净空法师讲《六祖壇经》,8.5
(法)阿尔贝·加缪,第一个人,8.5
彼得·德鲁克,功能社会,8.5
托尔金,魔戒（第三部）,8.5
[阿根廷] 胡里奥·科塔萨尔,克罗诺皮奥与法玛的故事,8.5
[阿根廷]豪·路·博尔赫斯,另一个，同一个,8.5
[美]戴维·艾伦,搞定I：无压工作的艺术(最新版),8.5
保罗·戴维斯,上帝与新物理学,8.5
1x.com,摄影的灵感1,8.2
[德]赫尔曼·黑塞,温泉疗养客,8.2
斯坦利・克罗,克罗谈投资策略,8.2
史迪芬·平克,语言本能,8.2
Dan Ariely,Predictably Irrational,8.2
王小波,我的阴阳两界·革命时期的爱情,8.2
史景遷,改變中國,8.2
[美] 斯图亚特·戈登（Ste...,极简亚洲千年史,8.2
张晓风,张晓风精选集,8.2
三島由紀夫,不道德教育講座,8.2
徐晓,半生为人,8.2
武志红,为何家会伤人（升级版）,8.2
南方周末《后台》编委会,南方周末：后台（第二辑）,8.2
[美] 詹姆斯·刘易斯,项目计划、进度与控制,8.2
Thomas J. Stanl...,The Millionaire Next Door,8.2
[日]京极夏彦,巷说百物语,8.2
[英] 伊恩·麦克尤恩,星期六,8.2
戴尔·卡耐基,人性的优点,8.2
比尔·波特,心经解读,8.2
[美] 利昂·P. 巴拉达特,意识形态起源和影响,8.2
林语堂,从异教徒到基督徒,8.2
Stephenie Meyer,Twilight,8.2
黄易,边荒传说,8.2
[美]Steve Mulder...,赢在用户,8.2
[德]拉伦茨,法学方法论,8.2
(日)星新一,星新一微型小说选,8.2
贝德勒·普耶洛夫斯基,日落共青城,8.2
罗纳德·D·约克奇|译者:刘超...,SPSS其实很简单,8.6
马未都,马未都说收藏·陶瓷篇（下）,8.6
[英]弗雷德里克·泰勒,柏林墙,8.6
Thomas C. Foste...,How to Read Literature Like a Professor,8.6
罗伯茨,C语言的科学和艺术,8.6
(美)欧文.戈夫曼,日常生活中的自我呈现,8.6
王实甫,西厢记,8.6
海桑,我是你流浪过的一个地方,8.2
[日] 今敏,我的造梦之路,8.2
李娟,这世间所有的白,8.2
[美]斯蒂芬·布雷耶,法官能为民主做什么,8.2
"郭俊峰,张菲洲",增广贤文,8.2
（日）岛田庄司,奇想，天动,8.2
（美）西尔维娅·普拉斯,钟形罩,8.2
[美] Thomas A.Ha...,我好-你好,8.2
王紹光,超凡領袖的挫敗,8.6
张大春,城邦暴力团（下）,8.6
凤凰卫视,中国远征军,8.6
罗威廉 (William T....,红雨,8.6
（美）乔恩·威特,社会学的邀请,8.6
[美] 乔·卡巴金,正念,8.6
梁景红（Relen）  编著,写给大家看的色彩书1,8.6
张爱玲,雷峰塔,8.6
[日] 宫泽贤治,宫泽贤治童话,8.2
James A. Whitta...,How Google Tests Software,8.2
"普拉伊特・K.杜塔,施锡铨",策略与博弈,8.2
"汤姆・科普兰,蒂姆・科勒,杰克...",价值评估(公司价值的衡量与管理第3版),8.2
阿德里安娜·翠吉亚妮,漫长的告白,8.2
（美）威廉·詹姆斯,实用主义,8.6
梁思成,中国雕塑史,8.6
（美）托马斯·哈里斯,红龙,8.6
连横,台湾通史,8.6
余华,活着,8.6
豆豆,天幕红尘,8.4
（台湾）三毛,雨季不再来,8.4
董桥,今朝风日好,8.4
"[美] 罗伯特·T. 清崎,莎...",富爸爸投资指南,8.4
曹雪芹,乾隆甲戌脂砚斋重评石头记,8.4
[德]康德,纯粹理性批判,8.4
斯坦福大学,计算机体系结构,8.4
(奥)斯蒂芬·茨威格,昨日的世界,8.4
George R. R. Ma...,A Feast for Crows (A Song of Ice and Fir...,8.4
（美）赫尔曼・沃克,战争风云：1939－1941（上下）,8.4
亞瑟·柯斯勒,正午的黑暗,8.4
Hans,阿狸·永远站,8.4
卡伦•霍妮 (Karen Ho...,自我的挣扎,8.4
蒲松龄,聊斋志异,8.4
理查·費曼,別鬧了，費曼先生,8.4
艾维·克罗修,柯林斯30分钟写生,8.4
曹文轩,红瓦黑瓦,8.4
北岛,蓝房子,8.4
鹿桥,未央歌,8.4
雪满梁园,鹤唳华亭,8.4
刘易斯,项目经理案头手册,8.5
曼库尔.奥尔森,国家兴衰探源,8.5
[法] 安德烈·纪德,田园交响曲,8.5
盐野七生,罗马人的故事10,8.5
李光耀,风雨独立路,8.5
Quora Users,Best of Quora 2010-2012,8.5
大姨吗,400次,8.5
(美)拉姆.查兰(Ram Ch...,CEO说,8.5
Alexis de Tocqu...,Democracy in America,8.5
"Kevin W. Fall,W...","TCP/IP Illustrated, Volume 1 (2nd Editio...",8.5
杨红樱,樱桃沟的春天,8.5
Virginia Woolf,A Room of One's Own,8.5
陈德彰,翻译辨误2,8.5
吴敬梓,儒林外史,8.5
[英] 艾瑞克·霍布斯鲍姆,资本的年代,8.5
阿来,尘埃落定,8.5
（美）阿恩海姆,艺术与视知觉,8.5
